zip,lat,lon,CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
"367",32.31112,-87.3631,"388","42820","42820","Selma, AL","Selma, AL Micro Area",M2,"2",G3110,"2534919607","39124778","+32.3335397","-087.1143556"
"368",32.61409,-85.395,"194","12220","12220","Auburn-Opelika, AL","Auburn-Opelika, AL Metro Area",M1,"1",G3110,"1573514768","21526461","+32.6040644","-085.3530477"
"369",32.13112,-88.2558,,,,,,,,,,,,
"370",36.10414,-86.9857,"400","34980","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,"1",G3110,"14735541373","197139533","+36.1181822","-086.6441196"
"371",36.00986,-86.6687,"400","34980","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,"1",G3110,"14735541373","197139533","+36.1181822","-086.6441196"
"372",36.13608,-86.8272,"400","34980","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,"1",G3110,"14735541373","197139533","+36.1181822","-086.6441196"
"373",35.31768,-85.3476,"174","16860","16860","Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area",M1,"1",G3110,"5410495665","126467844","+35.0493612","-085.3611582"
"374",35.07117,-85.3033,"174","16860","16860","Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area",M1,"1",G3110,"5410495665","126467844","+35.0493612","-085.3611582"
"376",36.35882,-82.296,"304","27740","27740","Johnson City, TN","Johnson City, TN Metro Area",M1,"1",G3110,"2211363898","26131173","+36.2658223","-082.3326926"
"377",36.09747,-83.8222,"315","28940","28940","Knoxville, TN","Knoxville, TN Metro Area",M1,"1",G3110,"8340606719","329160106","+36.0147907","-084.2067014"
"378",36.09552,-83.8431,"315","28940","28940","Knoxville, TN","Knoxville, TN Metro Area",M1,"1",G3110,"8340606719","329160106","+36.0147907","-084.2067014"
"379",35.96562,-83.9661,"315","28940","28940","Knoxville, TN","Knoxville, TN Metro Area",M1,"1",G3110,"8340606719","329160106","+36.0147907","-084.2067014"
"380",35.54831,-89.4213,"297","15140","15140","Brownsville, TN","Brownsville, TN Micro Area",M2,"2",G3110,"1380741545","2472509","+35.5866782","-089.2826913"
"381",35.12218,-89.9776,"368","32820","32820","Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area",M1,"1",G3110,"11859725547","311754022","+35.0244194","-089.8719712"
"382",36.29818,-88.6746,"362","32280","32280","Martin, TN","Martin, TN Micro Area",M2,"2",G3110,"1503107848","3707114","+36.3035963","-088.7211938"
"383",35.60546,-88.5049,,,,,,,,,,,,
"384",35.33948,-87.3593,"400","29980","29980","Lawrenceburg, TN","Lawrenceburg, TN Micro Area",M2,"2",G3110,"1598359112","2218403","+35.2204764","-087.3965460"
"385",36.17837,-85.3319,,"18260","18260","Cookeville, TN","Cookeville, TN Micro Area",M2,"2",G3110,"2960923617","35494378","+36.2772512","-085.4685013"
"386",34.57043,-89.7717,"368","32820","32820","Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area",M1,"1",G3110,"11859725547","311754022","+35.0244194","-089.8719712"
"387",33.53755,-90.8097,"185","17380","17380","Cleveland, MS","Cleveland, MS Micro Area",M2,"2",G3110,"2270541557","75515374","+33.7991391","-090.8841199"
"388",34.35368,-88.6282,"539","46180","46180","Tupelo, MS","Tupelo, MS Micro Area",M2,"2",G3110,"4909345557","44901929","+34.3400327","-088.6511835"
"389",33.77621,-89.906,,"24980","24980","Grenada, MS","Grenada, MS Micro Area",M2,"2",G3110,"1093291104","70659566","+33.7700310","-089.8027405"
"390",32.5044,-90.0891,"298","27140","27140","Jackson, MS","Jackson, MS Metro Area",M1,"1",G3110,"13999688827","230005773","+32.4282801","-090.2023875"
"391",32.36109,-90.3291,"298","27140","27140","Jackson, MS","Jackson, MS Metro Area",M1,"1",G3110,"13999688827","230005773","+32.4282801","-090.2023875"
"392",32.31721,-90.2051,"298","27140","27140","Jackson, MS","Jackson, MS Metro Area",M1,"1",G3110,"13999688827","230005773","+32.4282801","-090.2023875"
"393",32.43307,-88.8048,,"32940","32940","Meridian, MS","Meridian, MS Micro Area",M2,"2",G3110,"5598088633","36982632","+32.4106743","-088.6619259"
"394",31.23286,-89.2605,"279","25620","25620","Hattiesburg, MS","Hattiesburg, MS Metro Area",M1,"1",G3110,"5241468762","30107898","+31.2737661","-089.3006335"
"395",30.57925,-89.0229,,"25060","25060","Gulfport-Biloxi, MS","Gulfport-Biloxi, MS Metro Area",M1,"1",G3110,"5739122781","2105780374","+30.4801526","-088.9992972"
"396",31.31728,-90.6838,,,,,,,,,,,,
"397",33.53001,-88.8631,,"44260","44260","Starkville, MS","Starkville, MS Micro Area",M2,"2",G3110,"2277594517","14964480","+33.5146172","-089.0775079"
"398",31.32131,-84.6676,,,,,,,,,,,,
"400",38.05911,-85.2912,"350","31140","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",M1,"1",G3110,"8383232249","141343884","+38.3058381","-085.6816455"
"401",37.85584,-86.1643,"350","21060","21060","Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY Metro Area",M1,"1",G3110,"3083102433","72201165","+37.7329803","-085.9721707"
"402",38.18686,-85.6589,"350","31140","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",M1,"1",G3110,"8383232249","141343884","+38.3058381","-085.6816455"
"403",38.06128,-84.2359,"336","30460","30460","Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area",M1,"1",G3110,"3807060726","37170433","+38.1028763","-084.4385451"
"404",37.52998,-84.3978,,,,,,,,,,,,
"405",38.0376,-84.4562,"336","30460","30460","Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area",M1,"1",G3110,"3807060726","37170433","+38.1028763","-084.4385451"
"406",38.23292,-84.8829,"336","23180","23180","Frankfort, KY","Frankfort, KY Micro Area",M2,"2",G3110,"1061913380","16270445","+38.1214495","-084.9331670"
"407",36.9305,-84.1243,,"30940","30940","London, KY","London, KY Micro Area",M2,"2",G3110,"4473996615","52507414","+36.9859162","-083.9660657"
"408",36.88609,-83.2839,,,,,,,,,,,,
"409",36.96582,-83.7201,,"30940","30940","London, KY","London, KY Micro Area",M2,"2",G3110,"4473996615","52507414","+36.9859162","-083.9660657"
"410",38.65527,-84.3173,"178","17140","17140","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,"1",G3110,"11774658041","219181675","+39.0998213","-084.4804072"
"411",38.37983,-83.0646,"170","26580","26580","Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH Metro Area",M1,"1",G3110,"6474710090","94526967","+38.4065772","-082.5426456"
"412",37.90357,-82.6804,,,,,,,,,,,,
"413",37.56854,-83.4764,,,,,,,,,,,,
"414",37.84739,-83.173,,,,,,,,,,,,
"415",37.45996,-82.4029,,,,,,,,,,,,
"416",37.54823,-82.7699,,,,,,,,,,,,
"417",37.23068,-83.2404,,,,,,,,,,,,
"418",37.2182,-82.8856,,,,,,,,,,,,
"420",36.90171,-88.5629,"424","32460","32460","Mayfield, KY","Mayfield, KY Micro Area",M2,"2",G3110,"1429041267","13031630","+36.7233435","-088.6498974"
"421",36.88656,-86.0863,"150","14540","14540","Bowling Green, KY","Bowling Green, KY Metro Area",M1,"1",G3110,"4182927267","61820195","+37.0468241","-086.3970408"
"422",36.92941,-87.1521,,,,,,,,,,,,
"423",37.52013,-87.0165,,,,,,,,,,,,
"424",37.47347,-87.7021,,,,,,,,,,,,
"425",37.15172,-84.7012,,"43700","43700","Somerset, KY","Somerset, KY Micro Area",M2,"2",G3110,"1705275134","48546023","+37.1073741","-084.5769534"
"426",36.80925,-84.8188,,,,,,,,,,,,
"427",37.3157,-85.7253,,,,,,,,,,,,
"430",40.20087,-82.9151,"198","18140","18140","Columbus, OH","Columbus, OH Metro Area",M1,"1",G3110,"12423081966","138975190","+39.9685617","-082.8359105"
"431",39.67889,-82.9947,"198","18140","18140","Columbus, OH","Columbus, OH Metro Area",M1,"1",G3110,"12423081966","138975190","+39.9685617","-082.8359105"
"432",39.9888,-82.9823,"198","18140","18140","Columbus, OH","Columbus, OH Metro Area",M1,"1",G3110,"12423081966","138975190","+39.9685617","-082.8359105"
"433",40.55029,-83.3891,"198","32020","32020","Marion, OH","Marion, OH Micro Area",M2,"2",G3110,"1045858048","908577","+40.5880337","-083.1688034"
"434",41.41925,-83.3,"534","23380","23380","Fremont, OH","Fremont, OH Micro Area",M2,"2",G3110,"1057350969","24514231","+41.3553193","-083.1427763"
"435",41.45803,-84.2189,,,,,,,,,,,,
"436",41.65864,-83.5445,"534","45780","45780","Toledo, OH","Toledo, OH Metro Area",M1,"1",G3110,"4188021756","1532383394","+41.5553128","-083.5170883"
"437",39.84773,-81.6627,"198","15740","15740","Cambridge, OH","Cambridge, OH Micro Area",M2,"2",G3110,"1352631181","15666081","+40.0566648","-081.4978750"
"438",40.26163,-81.8896,,"18740","18740","Coshocton, OH","Coshocton, OH Micro Area",M2,"2",G3110,"1460647672","9126264","+40.2967096","-081.9301092"
"439",40.24634,-80.8988,,,,,,,,,,,,
"440",41.54768,-81.2851,"184","17460","17460","Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,"1",G3110,"5178438794","5128507540","+41.7603919","-081.7242168"
"441",41.42014,-81.666,"184","17460","17460","Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,"1",G3110,"5178438794","5128507540","+41.7603919","-081.7242168"
"442",41.12241,-81.598,"184","10420","10420","Akron, OH","Akron, OH Metro Area",M1,"1",G3110,"2331489226","62145698","+41.1466395","-081.3501104"
"443",41.07595,-81.552,"184","10420","10420","Akron, OH","Akron, OH Metro Area",M1,"1",G3110,"2331489226","62145698","+41.1466395","-081.3501104"
"444",41.09564,-80.7767,"566","49660","49660","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area",M1,"1",G3110,"4408418280","109334084","+41.2364600","-080.5617836"
"445",41.065,-80.6659,"566","49660","49660","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area",M1,"1",G3110,"4408418280","109334084","+41.2364600","-080.5617836"
"446",40.65009,-81.5258,"184","15940","15940","Canton-Massillon, OH","Canton-Massillon, OH Metro Area",M1,"1",G3110,"2512088066","24839111","+40.7110505","-081.2614680"
"447",40.821,-81.362,"184","15940","15940","Canton-Massillon, OH","Canton-Massillon, OH Metro Area",M1,"1",G3110,"2512088066","24839111","+40.7110505","-081.2614680"
"448",41.00783,-82.7546,"184","35940","35940","Norwalk, OH","Norwalk, OH Micro Area",M2,"2",G3110,"1272964850","8616411","+41.1450798","-082.5946410"
"449",40.7465,-82.551,"360","31900","31900","Mansfield, OH","Mansfield, OH Metro Area",M1,"1",G3110,"1282554028","12637716","+40.7741590","-082.5427812"
"450",39.43294,-84.4696,"178","17140","17140","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,"1",G3110,"11774658041","219181675","+39.0998213","-084.4804072"
"451",39.15291,-83.8373,,,,,,,,,,,,
"452",39.17923,-84.4763,"178","17140","17140","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,"1",G3110,"11774658041","219181675","+39.0998213","-084.4804072"
"453",39.97287,-84.3012,"212","19430","19430","Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,"1",G3110,"3319471878","22271685","+39.8288538","-084.1418129"
"454",39.74922,-84.1787,"212","19430","19430","Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,"1",G3110,"3319471878","22271685","+39.8288538","-084.1418129"
"455",39.92882,-83.8139,"212","44220","44220","Springfield, OH","Springfield, OH Metro Area",M1,"1",G3110,"1027907572","14611224","+39.9170315","-083.7836760"
"456",38.97219,-82.8563,,,,,,,,,,,,
"457",39.35264,-81.7912,"425","31930","31930","Marietta, OH","Marietta, OH Micro Area",M2,"2",G3110,"1636805233","20784946","+39.4506764","-081.4906359"
"458",40.82547,-84.2307,"338","30620","30620","Lima, OH","Lima, OH Metro Area",M1,"1",G3110,"1042479889","11259523","+40.7716274","-084.1061032"
"460",40.17016,-86.1351,"294","26900","26900","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area",M1,"1",G3110,"11153902628","88473175","+39.7486700","-086.2123823"
"461",39.61753,-86.1775,"294","26900","26900","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area",M1,"1",G3110,"11153902628","88473175","+39.7486700","-086.2123823"
"462",39.78418,-86.1388,"294","26900","26900","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area",M1,"1",G3110,"11153902628","88473175","+39.7486700","-086.2123823"
"463",41.41087,-87.0534,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"464",41.55232,-87.336,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"465",41.43334,-86.0874,"515","38500","38500","Plymouth, IN","Plymouth, IN Micro Area",M2,"2",G3110,"1148969980","15858580","+41.3250032","-086.2690363"
"466",41.66066,-86.2979,"515","43780","43780","South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,"1",G3110,"2455307194","56190965","+41.7749808","-086.1230143"
"467",41.17307,-85.2133,"258","23060","23060","Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,"1",G3110,"2571604180","13044267","+41.1131166","-085.2177047"
"468",41.08448,-85.1591,"258","23060","23060","Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,"1",G3110,"2571604180","13044267","+41.1131166","-085.2177047"
"469",40.76275,-86.1385,"316","37940","37940","Peru, IN","Peru, IN Micro Area",M2,"2",G3110,"968246954","9184624","+40.7728833","-086.0442575"
"470",39.15034,-85.0874,"178","17140","17140","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,"1",G3110,"11774658041","219181675","+39.0998213","-084.4804072"
"471",38.42173,-86.0402,"350","31140","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",M1,"1",G3110,"8383232249","141343884","+38.3058381","-085.6816455"
"472",39.04313,-85.7431,"294","35860","35860","North Vernon, IN","North Vernon, IN Micro Area",M2,"2",G3110,"975382328","4528272","+38.9962289","-085.6281030"
"473",40.08397,-85.1544,,,,,,,,,,,,
"474",38.99513,-86.6463,"144","14020","14020","Bloomington, IN","Bloomington, IN Metro Area",M1,"1",G3110,"2019718537","50077032","+39.2417362","-086.6717544"
"475",38.47561,-87.0239,,"27540","27540","Jasper, IN","Jasper, IN Micro Area",M2,"2",G3110,"1972450977","38488538","+38.3841559","-087.0359535"
"476",38.12967,-87.5131,,"21780","21780","Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,"1",G3110,"3792650706","125969933","+38.0200703","-087.5861659"
"477",38.01473,-87.5914,,"21780","21780","Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,"1",G3110,"3792650706","125969933","+38.0200703","-087.5861659"
"478",39.44011,-87.2902,,"45460","45460","Terre Haute, IN","Terre Haute, IN Metro Area",M1,"1",G3110,"4946645357","64446662","+39.4784006","-087.3111315"
"479",40.49435,-87.1046,"320","29200","29200","Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area",M1,"1",G3110,"4253381247","23145971","+40.4821533","-087.0171117"
"480",42.83573,-82.8019,"220","19820","19820","Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,"1",G3110,"10079403934","890904274","+42.7218478","-083.2008463"
"481",42.20405,-83.6284,"220","11460","11460","Ann Arbor, MI","Ann Arbor, MI Metro Area",M1,"1",G3110,"1828437283","42625748","+42.2522168","-083.8434233"
"482",42.38099,-83.112,"220","19820","19820","Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,"1",G3110,"10079403934","890904274","+42.7218478","-083.2008463"
"483",42.66054,-83.3495,"220","19820","19820","Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,"1",G3110,"10079403934","890904274","+42.7218478","-083.2008463"
"484",43.29212,-83.2177,"220","19820","19820","Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,"1",G3110,"10079403934","890904274","+42.7218478","-083.2008463"
"485",43.02228,-83.6907,"220","22420","22420","Flint, MI","Flint, MI Metro Area",M1,"1",G3110,"1649653741","32768944","+43.0210768","-083.7063718"
"486",44.00392,-84.3629,,,,,,,,,,,,
"487",44.03304,-83.5617,,,,,,,,,,,,
"488",43.0221,-84.6785,,"29620","29620","Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,"1",G3110,"5772159821","69955040","+42.7712334","-084.4960294"
"489",42.73429,-84.5824,,"29620","29620","Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,"1",G3110,"5772159821","69955040","+42.7712334","-084.4960294"
"490",42.2006,-85.5453,"310","28020","28020","Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area",M1,"1",G3110,"1455523647","47441742","+42.2462657","-085.5328544"
"491",41.87195,-86.3538,"515","35660","35660","Niles, MI","Niles, MI Metro Area",M1,"1",G3110,"1470543783","2625449730","+41.7913818","-086.7425435"
"492",42.04927,-84.353,"220","10300","10300","Adrian, MI","Adrian, MI Micro Area",M2,"2",G3110,"1941504139","30519590","+41.8960225","-084.0743563"
"493",43.33425,-85.5566,"266","24340","24340","Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,"1",G3110,"6964568619","2888123933","+43.0375977","-085.7781669"
"494",43.38552,-86.1398,"266","34740","34740","Muskegon, MI","Muskegon, MI Metro Area",M1,"1",G3110,"1305130138","2476314278","+43.2892579","-086.7518920"
"495",42.95329,-85.659,"266","24340","24340","Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,"1",G3110,"6964568619","2888123933","+43.0375977","-085.7781669"
"496",44.45069,-85.5185,,"15620","15620","Cadillac, MI","Cadillac, MI Micro Area",M2,"2",G3110,"2925942372","50770824","+44.3287385","-085.3264287"
"497",45.52052,-84.4881,,,,,,,,,,,,
"498",46.17847,-86.9269,,,,,,,,,,,,
"499",46.65556,-88.9241,,"26340","26340","Houghton, MI","Houghton, MI Micro Area",M2,"2",G3110,"4012441636","15329028156","+47.6819737","-088.1487965"
"500",41.62112,-93.9398,"218","19780","19780","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,"1",G3110,"9356098870","83568330","+41.5770501","-093.7597124"
"501",41.56572,-93.4672,"218","19780","19780","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,"1",G3110,"9356098870","83568330","+41.5770501","-093.7597124"
"502",41.62007,-93.599,"218","19780","19780","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,"1",G3110,"9356098870","83568330","+41.5770501","-093.7597124"
"503",41.59776,-93.6291,"218","19780","19780","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,"1",G3110,"9356098870","83568330","+41.5770501","-093.7597124"
"504",43.16589,-93.3725,,"32380","32380","Mason City, IA","Mason City, IA Micro Area",M2,"2",G3110,"2508204881","22368794","+43.2137325","-093.2743388"
"505",42.76894,-94.4474,,,,,,,,,,,,
"506",42.66113,-92.459,,"47940","47940","Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area",M1,"1",G3110,"3893014625","28161549","+42.5367962","-092.4716080"
"507",42.48504,-92.3081,,"47940","47940","Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area",M1,"1",G3110,"3893014625","28161549","+42.5367962","-092.4716080"
"508",40.96588,-94.5532,,,,,,,,,,,,
"510",42.59423,-95.8969,,,,,,,,,,,,
"511",42.52167,-96.3703,,"43580","43580","Sioux City, IA-NE-SD","Sioux City, IA-NE-SD Metro Area",M1,"1",G3110,"5371728522","54561384","+42.5129417","-096.4389491"
"512",43.27695,-96.0468,,,,,,,,,,,,
"513",43.26592,-95.1348,"517","44020","44020","Spirit Lake, IA","Spirit Lake, IA Micro Area",M2,"2",G3110,"985542270","60712924","+43.3896107","-095.1960572"
"514",42.10826,-95.0747,,"16140","16140","Carroll, IA","Carroll, IA Micro Area",M2,"2",G3110,"1474835095","2145349","+42.0394920","-094.8676471"
"515",41.44568,-95.5445,"420","36540","36540","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",M1,"1",G3110,"11255956206","158628249","+41.2904587","-095.9999701"
"516",40.74304,-95.3568,,,,,,,,,,,,
"520",42.45887,-90.972,,"20220","20220","Dubuque, IA","Dubuque, IA Metro Area",M1,"1",G3110,"1575487988","21138781","+42.4634808","-090.8787708"
"521",43.20731,-91.7342,,,,,,,,,,,,
"522",41.90021,-91.7667,"168","16300","16300","Cedar Rapids, IA","Cedar Rapids, IA Metro Area",M1,"1",G3110,"5202765033","29300009","+42.0863293","-091.6311439"
"523",41.86993,-91.743,"168","16300","16300","Cedar Rapids, IA","Cedar Rapids, IA Metro Area",M1,"1",G3110,"5202765033","29300009","+42.0863293","-091.6311439"
"524",41.96828,-91.6749,"168","16300","16300","Cedar Rapids, IA","Cedar Rapids, IA Metro Area",M1,"1",G3110,"5202765033","29300009","+42.0863293","-091.6311439"
"525",40.94677,-92.4546,,"36900","36900","Ottumwa, IA","Ottumwa, IA Micro Area",M2,"2",G3110,"1118453196","10836289","+41.0312751","-092.4094658"
"526",40.88375,-91.4257,,,,,,,,,,,,
"527",41.64346,-90.8738,"209","19340","19340","Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area",M1,"1",G3110,"5878838614","114205478","+41.3916799","-090.4600760"
"528",41.56655,-90.6156,"209","19340","19340","Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area",M1,"1",G3110,"5878838614","114205478","+41.3916799","-090.4600760"
"530",43.51759,-88.2433,"376","33340","33340","Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,"1",G3110,"3768082371","4835620470","+43.0176601","-087.4815541"
"531",42.75535,-88.3262,"376","48580","48580","Whitewater, WI","Whitewater, WI Micro Area",M2,"2",G3110,"1438529014","54833465","+42.6681095","-088.5417306"
"532",43.06399,-87.9722,"376","33340","33340","Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,"1",G3110,"3768082371","4835620470","+43.0176601","-087.4815541"
"534",42.74918,-87.8349,"376","39540","39540","Racine, WI","Racine, WI Metro Area",M1,"1",G3110,"861403264","1190237516","+42.7541215","-087.4208775"
"535",42.94302,-89.678,"357","31540","31540","Madison, WI","Madison, WI Metro Area",M1,"1",G3110,"8569686237","200251850","+43.0842941","-089.5971796"
"537",43.07404,-89.3828,"357","31540","31540","Madison, WI","Madison, WI Metro Area",M1,"1",G3110,"8569686237","200251850","+43.0842941","-089.5971796"
"538",42.87691,-90.7433,,"38420","38420","Platteville, WI","Platteville, WI Micro Area",M2,"2",G3110,"2970402180","94521617","+42.8700275","-090.6942288"
"539",43.63449,-89.5474,"357","31540","31540","Madison, WI","Madison, WI Metro Area",M1,"1",G3110,"8569686237","200251850","+43.0842941","-089.5971796"
"540",45.09077,-92.4734,"378","33460","33460","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,"1",G3110,"18253278632","1223407456","+45.0966640","-093.2753610"
"541",45.07963,-88.2481,"267","24580","24580","Green Bay, WI","Green Bay, WI Metro Area",M1,"1",G3110,"4843349353","2535183858","+44.4740244","-087.9961303"
"542",44.55725,-87.5737,"267","24580","24580","Green Bay, WI","Green Bay, WI Metro Area",M1,"1",G3110,"4843349353","2535183858","+44.4740244","-087.9961303"
"543",44.52728,-88.0004,"267","24580","24580","Green Bay, WI","Green Bay, WI Metro Area",M1,"1",G3110,"4843349353","2535183858","+44.4740244","-087.9961303"
"544",44.93186,-89.8376,"554","48140","48140","Wausau-Weston, WI","Wausau-Weston, WI Metro Area",M1,"1",G3110,"6277825406","153439046","+45.0539796","-089.7579047"
"545",45.87726,-89.8245,,,,,,,,,,,,
"546",43.93739,-90.8793,,,,,,,,,,,,
"547",44.86143,-91.5237,"232","20740","20740","Eau Claire, WI","Eau Claire, WI Metro Area",M1,"1",G3110,"4263839760","104081841","+44.9386719","-091.2843222"
"548",46.06276,-91.6012,,,,,,,,,,,,
"549",44.18748,-88.9316,,,,,,,,,,,,
"550",45.16506,-92.9748,"378","33460","33460","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,"1",G3110,"18253278632","1223407456","+45.0966640","-093.2753610"
"551",44.96267,-93.0795,"378","33460","33460","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,"1",G3110,"18253278632","1223407456","+45.0966640","-093.2753610"
"553",44.99331,-94.0618,"378","33460","33460","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,"1",G3110,"18253278632","1223407456","+45.0966640","-093.2753610"
"554",45.011,-93.3166,"378","33460","33460","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,"1",G3110,"18253278632","1223407456","+45.0966640","-093.2753610"
"556",47.64337,-91.1062,,"20260","20260","Duluth, MN-WI","Duluth, MN-WI Metro Area",M1,"1",G3110,"27252320122","4358695871","+47.3475056","-092.1553326"
"557",47.30096,-92.7761,,"20260","20260","Duluth, MN-WI","Duluth, MN-WI Metro Area",M1,"1",G3110,"27252320122","4358695871","+47.3475056","-092.1553326"
"558",46.97095,-92.0904,,"20260","20260","Duluth, MN-WI","Duluth, MN-WI Metro Area",M1,"1",G3110,"27252320122","4358695871","+47.3475056","-092.1553326"
"559",43.88901,-92.281,"462","40340","40340","Rochester, MN","Rochester, MN Metro Area",M1,"1",G3110,"6415768172","74960121","+43.9496362","-092.3360701"
"560",44.02125,-94.0383,"359","31860","31860","Mankato, MN","Mankato, MN Metro Area",M1,"1",G3110,"3098645400","93600714","+44.1548096","-094.1478013"
"561",43.93157,-95.6573,,,,,,,,,,,,
"562",45.08384,-95.7284,,,,,,,,,,,,
"563",45.82806,-94.6011,,,,,,,,,,,,
"564",46.62511,-94.4947,,"14660","14660","Brainerd, MN","Brainerd, MN Micro Area",M2,"2",G3110,"7821343702","1426297731","+46.7672909","-094.2238624"
"565",46.85247,-96.0837,,,,,,,,,,,,
"566",47.91201,-94.3521,,,,,,,,,,,,
"567",48.42805,-96.2242,,,,,,,,,,,,
"570",43.47493,-97.0645,,"43620","43620","Sioux Falls, SD","Sioux Falls, SD Metro Area",M1,"1",G3110,"6670247197","27910144","+43.4954205","-096.9953387"
"571",43.55046,-96.7518,,"43620","43620","Sioux Falls, SD","Sioux Falls, SD Metro Area",M1,"1",G3110,"6670247197","27910144","+43.4954205","-096.9953387"
"572",45.04691,-97.1691,,"47980","47980","Watertown, SD","Watertown, SD Micro Area",M2,"2",G3110,"3093853487","157191004","+44.8524086","-097.1770994"
"573",43.91306,-98.519,,,,,,,,,,,,
